Ticker,Name,Sector,Industry,Score,Action,Composite_Flag,Moat_Score,Moat_Label,Price,Analyst_Target,Analyst_Upside,Analyst_Count,Mkt_Cap,PE_Fwd,PS,PB,PEG,EV_EBITDA,ROE,Rev_Growth,Rev_Growth_Prev,Gross_Margin,Op_Margin,Profit_Margin,FCF_Yield,EPS_Growth,EPS_Surprise,From_Low_Pct,From_High_Pct,Debt_Equity,Beta,Short_Float,Inst_Own,Insider_Buy_Pct,Div_Yield,Payout_Ratio,ROA,Current_Ratio,MA200,Vs_MA200
WCC,"WESCO International, Inc.",Industrials,Industrial Distribution,58.7,HOLD,💰 Income,24.5,None,289.5,314.08,8.49,12.0,$14.1B,15.84,0.6,2.8,,13.99,13.0,10.3,16.01,21.15,5.54,2.72,-0.07,-3.3,,131.21,-9.44,1.34,1.45,3.0,103.12,100.0,63.0,13.91,5.04,2.2,230.69,25.49
CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,58.6,HOLD,—,76.5,Wide,301.4,371.82,23.36,26.0,$82.2B,32.06,15.51,14.96,2.27,42.81,22.0,6.2,7.77,86.36,32.82,20.93,1.84,14.1,,36.04,-19.94,0.49,1.0,2.09,90.12,100.0,,,10.98,2.86,323.84,-6.93
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology,58.6,HOLD,—,60.5,Narrow,190.02,222.62,17.16,16.0,$11.7B,7.67,2.74,2.7,1.18,8.71,-8.0,10.1,25.42,91.67,24.64,-8.35,11.43,6.5,,98.99,-4.03,1.26,0.25,11.35,102.77,100.0,,,5.22,1.86,138.37,37.33
DG,Dollar General Corporation,Consumer Defensive,Discount Stores,58.5,HOLD,💎 Deep Value,37.0,Weak,156.24,147.39,-5.66,28.0,$34.4B,21.72,0.82,4.2,0.5,15.78,16.0,4.6,4.11,30.41,4.0,3.03,5.73,43.8,,123.17,-1.26,2.02,0.26,3.59,100.29,100.0,151.0,40.76,4.19,1.17,117.11,33.41
CAH,"Cardinal Health, Inc.",Healthcare,Medical Distribution,58.4,HOLD,—,40.7,Weak,229.23,248.8,8.54,15.0,$53.9B,19.8,0.22,-18.76,1.18,15.79,,18.8,16.64,3.69,1.23,0.68,10.09,16.8,,89.89,-0.68,,0.66,2.45,90.5,100.0,89.0,29.32,3.5,0.91,177.66,29.03
PINS,"Pinterest, Inc.",Communication Services,Internet Content & Information,58.3,HOLD,📈 Analyst Conviction · ⚠️ Below 200 DMA,69.5,Narrow,17.13,23.81,39.0,37.0,$11.6B,8.81,2.74,2.4,,26.63,9.0,14.3,22.72,80.07,22.83,9.87,8.79,-85.0,,23.77,-57.1,0.06,0.89,5.84,98.93,100.0,,,3.69,7.64,30.65,-44.11
GILT,Gilat Satellite Networks Ltd.,Technology,Communication Equipment,58.3,HOLD,🚀 Accel Growth,41.0,Weak,15.9,19.0,19.5,2.0,$1.2B,20.56,2.58,2.07,,18.21,5.0,75.3,34.36,29.52,9.46,4.59,6.4,-25.3,,200.0,-21.98,0.02,0.8,4.93,68.14,,,,2.5,1.84,11.32,40.46
BIIB,Biogen Inc.,Healthcare,Drug Manufacturers - General,58.3,HOLD,—,61.0,Narrow,191.82,205.67,7.22,30.0,$28.2B,11.81,2.85,1.54,,8.6,7.0,-7.1,4.27,78.95,19.64,13.07,7.04,,,74.32,-5.23,0.36,0.16,4.0,97.55,100.0,,,6.14,2.68,152.51,25.78
CATY,Cathay General Bancorp,Financial Services,Banks - Regional,58.2,HOLD,🚀 Accel Growth,34.0,None,49.71,54.8,10.24,5.0,$3.4B,8.69,4.54,1.14,0.67,,11.0,19.6,5.43,0.0,61.76,42.28,,12.9,,37.85,-9.6,,0.85,4.33,75.2,100.0,282.0,29.96,1.33,,48.08,3.39
SNAP,Snap Inc.,Communication Services,Internet Content & Information,58.2,HOLD,💎 Deep Value · 📈 Analyst Conviction · ⚠️ Below 200 DMA,34.0,None,5.21,7.98,53.17,36.0,$8.8B,8.68,1.48,3.91,0.02,-27.14,-19.0,10.2,10.54,54.99,2.9,-7.76,5.17,396.7,,12.04,-49.95,1.82,0.8,8.37,53.99,100.0,,,-4.26,3.56,7.85,-33.63
PPC,Pilgrim's Pride Corporation,Consumer Defensive,Packaged Foods,58.1,HOLD,⭐ Compounder,47.0,Weak,43.16,45.0,4.26,7.0,$10.3B,10.42,0.55,2.79,,5.73,27.0,3.3,6.64,12.75,8.31,5.85,6.15,-62.7,,20.79,-24.12,0.91,0.43,2.65,20.05,100.0,,,10.77,1.47,42.76,0.94
CCJ,Cameco Corporation,Energy,Uranium,58.0,HOLD,💰 Income,36.5,Weak,118.4,125.9,6.33,9.0,$51.6B,63.97,14.82,10.2,1.36,56.37,9.0,1.5,-22.15,36.28,13.63,16.93,0.93,46.9,,238.29,-12.45,0.15,1.1,,68.44,,15.0,17.78,3.59,2.47,86.58,36.75
DNOW,DNOW Inc.,Industrials,Industrial Distribution,57.8,HOLD,🚀 Accel Growth,23.5,None,11.78,16.0,35.82,2.0,$2.2B,12.02,0.78,0.98,,15.5,-5.0,68.0,9.98,21.74,1.15,-3.16,-32.45,,,1.99,-32.61,0.27,0.76,5.45,102.25,100.0,,,2.68,2.34,14.62,-19.43
ESTC,Elastic N.V.,Technology,Software - Application,57.8,HOLD,📈 Analyst Conviction · ⚠️ Below 200 DMA,41.5,Weak,52.07,82.79,59.0,24.0,$5.5B,18.02,3.3,6.86,,-289.22,-10.0,17.7,8.69,76.07,0.23,-5.04,7.0,,,4.35,-55.11,0.75,0.95,4.81,88.57,100.0,,,-0.72,1.82,80.33,-35.18
PFS,"Provident Financial Services, I",Financial Services,Banks - Regional,57.8,HOLD,—,34.0,None,21.04,25.0,18.82,5.0,$2.7B,8.31,3.17,0.97,0.12,,11.0,15.2,30.77,0.0,54.46,33.59,,71.9,,46.72,-12.26,,0.85,4.87,73.88,100.0,456.0,43.05,1.19,,19.31,8.96
AMPH,"Amphastar Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,57.8,HOLD,⚠️ Below 200 DMA,40.5,Weak,20.23,29.0,43.35,7.0,$941M,5.8,1.31,1.17,,6.55,13.0,-1.8,-6.49,49.46,6.83,13.63,4.5,-35.7,,2.02,-35.28,0.83,,16.46,75.58,100.0,,,5.47,4.02,25.96,-22.07
BHE,"Benchmark Electronics, Inc.",Technology,Electronic Components,57.7,HOLD,💰 Income,30.5,None,57.81,59.33,2.63,3.0,$2.1B,20.21,0.78,1.87,,15.1,2.0,7.2,-2.22,10.16,3.29,0.94,6.29,-63.2,,88.12,-5.42,0.3,1.02,5.21,105.18,100.0,118.0,100.0,2.81,2.28,43.02,34.38
POWW,Outdoor Holding Company,Industrials,Aerospace & Defense,57.7,HOLD,—,54.0,Weak,2.13,2.65,24.41,2.0,$250M,,5.43,1.05,,-14.93,-11.0,53.2,128.43,95.39,14.71,-32.0,11.53,,,97.22,-2.74,0.05,1.23,3.56,51.99,100.0,,,-5.38,4.0,1.59,33.96
PLXS,Plexus Corp.,Technology,Electronic Components,57.7,HOLD,—,31.0,None,194.13,200.8,3.44,5.0,$5.2B,22.6,1.26,3.5,2.15,17.91,13.0,9.6,7.98,9.98,5.07,4.28,0.61,10.5,,87.69,-8.36,0.13,0.8,6.16,103.35,100.0,,,4.19,1.59,148.32,30.89
DIS,Walt Disney Company (The),Communication Services,Entertainment,57.5,HOLD,💰 Income,47.0,Weak,106.04,130.57,23.13,28.0,$188.0B,14.42,1.96,1.74,,12.14,12.0,5.2,-4.9,37.28,15.36,12.8,1.69,-6.0,,32.38,-14.96,0.41,1.42,1.3,77.09,100.0,141.0,18.41,4.37,0.67,113.3,-6.41
ELA,Envela Corporation,Consumer Cyclical,Luxury Goods,57.5,HOLD,—,36.5,Weak,13.46,13.0,-3.42,2.0,$349M,38.46,1.67,5.72,0.39,24.38,18.0,22.4,13.57,23.25,7.32,4.89,1.53,99.2,,163.92,-10.92,0.38,0.25,2.36,18.06,100.0,,,9.26,5.19,9.09,48.07
JD,"JD.com, Inc.",Consumer Cyclical,Internet Retail,57.5,HOLD,📈 Analyst Conviction · 💰 Income,19.0,None,26.53,40.35,52.09,35.0,$39.1B,8.73,0.03,1.1,,2.34,12.0,14.9,2.79,9.52,-0.41,2.47,-34.36,-55.0,,0.49,-42.88,0.37,0.41,1.8,13.22,,377.0,34.2,1.62,1.2,31.48,-15.72
COR,"Cencora, Inc.",Healthcare,Medical Distribution,57.5,HOLD,⚠️ High Leverage,44.0,Weak,372.14,403.79,8.5,14.0,$72.4B,18.96,0.22,37.93,1.31,16.27,133.0,5.5,10.97,3.61,1.18,0.5,4.78,14.5,,49.7,-1.43,4.73,0.69,3.13,96.86,100.0,64.0,27.01,3.33,0.92,320.31,16.18
TENB,"Tenable Holdings, Inc.",Technology,Software - Infrastructure,57.5,HOLD,📈 Analyst Conviction · ⚠️ Below 200 DMA,48.5,Weak,19.23,30.95,60.95,19.0,$2.3B,9.24,2.3,6.98,,39.66,-10.0,10.5,4.91,78.09,4.76,-3.61,12.09,,,11.28,-50.48,1.27,0.65,6.63,98.23,100.0,,,0.57,0.95,28.36,-32.19
TEAM,Atlassian Corporation,Technology,Software - Application,57.4,HOLD,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ Below 200 DMA,41.5,Weak,75.13,177.85,136.72,30.0,$19.8B,13.63,3.44,12.54,,-846.71,-13.0,23.3,5.59,84.06,-3.01,-3.28,7.69,,,10.73,-73.85,0.76,0.88,5.89,94.64,100.0,,,-1.39,0.89,164.28,-54.27
BKH,Black Hills Corporation,Utilities,Utilities - Regulated Gas,57.3,HOLD,💰 Income,41.0,Weak,73.66,80.5,9.29,4.0,$5.6B,16.01,2.41,1.45,2.29,12.44,8.0,6.4,-46.57,38.47,26.22,12.62,-5.02,7.0,,34.12,-2.91,1.2,0.74,13.38,97.79,100.0,382.0,67.94,3.19,1.35,64.01,15.08
BCRX,"BioCryst Pharmaceuticals, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,57.3,HOLD,🚀 Accel Growth,69.3,Narrow,8.75,21.3,143.43,10.0,$2.2B,10.94,3.65,-4.75,,25.61,,36.1,24.19,68.43,18.57,-1.46,2.89,,,45.83,-22.63,,0.79,15.96,86.03,100.0,,,10.31,1.87,8.06,8.56
FET,"Forum Energy Technologies, Inc.",Energy,Oil & Gas Equipment & Services,57.3,HOLD,—,35.0,Weak,58.03,64.0,10.29,1.0,$691M,18.66,0.87,2.23,,14.21,-3.0,0.6,-0.62,27.67,6.03,-1.22,13.06,,,354.07,-8.73,0.47,0.59,1.55,74.44,100.0,,,1.52,2.17,29.22,98.6
SLB,SLB Limited,Energy,Oil & Gas Equipment & Services,57.2,HOLD,💰 Income,41.5,Weak,51.34,55.3,7.71,28.0,$76.8B,15.42,2.15,2.94,,11.15,14.0,5.0,5.16,18.69,15.99,9.45,3.19,-24.7,,65.03,-2.02,0.46,0.7,4.06,87.43,100.0,230.0,48.51,6.77,1.33,37.91,35.43
GIS,"General Mills, Inc.",Consumer Defensive,Packaged Foods,57.2,HOLD,💰 Income,60.5,Narrow,45.23,48.16,6.48,19.0,$24.1B,12.99,1.29,2.59,,10.5,27.0,-7.2,-6.71,33.83,17.87,13.51,10.27,-48.1,,5.7,-32.84,1.47,-0.06,8.11,88.14,100.0,539.0,52.04,5.68,0.66,48.98,-7.66
MCK,McKesson Corporation,Healthcare,Medical Distribution,57.2,HOLD,💎 Deep Value,35.7,Weak,987.37,980.4,-0.71,15.0,$121.9B,22.33,0.31,-93.56,0.64,21.58,,11.4,13.57,3.45,1.55,1.09,7.52,34.9,,58.77,0.0,,0.41,1.52,91.36,100.0,33.0,8.83,4.33,0.88,776.06,27.23
HIMS,"Hims & Hers Health, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,57.1,HOLD,🚀 Accel Growth · ⚠️ High Short · ⚠️ High Beta · ⚠️ Below 200 DMA,51.5,Weak,14.52,20.19,39.05,12.0,$3.3B,9.68,1.41,6.1,,21.93,25.0,28.4,2.21,73.83,2.72,5.47,3.34,-20.8,,5.68,-79.38,2.07,2.47,44.12,85.74,100.0,,,5.29,1.9,44.12,-67.09
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,57.0,HOLD,💰 Income,60.0,Narrow,19.12,19.75,3.29,12.0,$36.6B,15.94,2.42,3.4,1.27,13.65,14.0,3.2,4.83,58.37,17.83,9.72,4.94,12.6,,36.38,-24.04,0.81,0.55,3.16,96.15,100.0,434.0,108.55,6.61,0.96,18.95,0.9
BAP,Credicorp Ltd.,Financial Services,Banks - Regional,56.8,HOLD,—,44.0,Weak,346.38,345.13,-0.36,13.0,$27.5B,10.77,1.31,2.45,0.26,,19.0,10.5,16.95,0.0,43.39,33.08,,40.9,,109.28,-8.9,,0.84,1.96,80.63,,318.0,46.86,2.71,,264.76,30.83
SPOT,Spotify Technology S.A.,Communication Services,Internet Content & Information,56.8,HOLD,📈 Analyst Conviction,55.5,Narrow,514.94,648.86,26.01,39.0,$106.0B,26.79,6.17,10.77,0.12,44.47,32.0,6.8,1.96,31.98,15.47,12.87,0.64,219.9,,27.15,-34.4,0.23,1.67,4.31,68.61,,,,10.17,1.73,634.97,-18.9
TCMD,"Tactile Systems Technology, Inc",Healthcare,Medical Devices,56.8,HOLD,—,63.5,Narrow,29.29,38.0,29.74,4.0,$657M,19.79,1.99,3.0,2.11,16.42,9.0,21.0,39.97,75.91,18.12,5.79,5.26,9.4,,240.19,-22.45,0.07,0.97,9.43,99.29,100.0,,,6.4,4.03,18.28,60.23
PINE,"Alpine Income Property Trust, I",Real Estate,REIT - Retail,56.7,HOLD,🚀 Accel Growth · 💰 Income,45.0,Weak,19.72,20.68,4.87,11.0,$322M,50.56,5.31,1.04,,15.81,-1.0,22.5,2.51,85.54,34.31,-4.39,-26.0,,,50.53,-5.19,1.3,0.58,2.71,59.95,100.0,586.0,1400.0,1.67,2.08,15.76,25.13
ZVRA,"Zevra Therapeutics, Inc.",Healthcare,Biotechnology,56.6,HOLD,🚀 Accel Growth,61.5,Narrow,8.93,22.54,152.41,8.0,$503M,14.4,5.96,3.77,,-15.49,35.0,605.4,114.9,80.65,15.9,41.86,-5.98,,,44.26,-32.14,0.47,0.92,8.86,68.33,,,,-7.84,8.62,9.41,-5.1
SAM,"Boston Beer Company, Inc. (The)",Consumer Defensive,Beverages - Brewers,56.5,HOLD,—,49.0,Weak,226.78,237.44,4.7,14.0,$2.5B,19.6,1.26,2.75,,8.8,12.0,-4.1,46.15,48.48,-8.42,5.52,7.72,,,22.36,-12.78,0.05,1.02,15.53,91.91,100.0,,,7.77,1.65,213.73,6.11
HTO,H2O America,Utilities,Utilities - Regulated Water,56.4,HOLD,💰 Income,48.8,Weak,53.79,61.0,13.4,4.0,$1.9B,18.61,2.41,1.26,,12.7,7.0,-1.8,-25.53,57.03,18.12,12.81,,-29.2,,22.95,-5.91,1.28,0.48,5.07,91.76,100.0,327.0,52.37,2.39,0.7,50.26,7.02
MELI,"MercadoLibre, Inc.",Consumer Cyclical,Internet Retail,56.4,HOLD,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ Below 200 DMA,51.0,Weak,1757.58,2718.54,54.68,26.0,$89.1B,22.05,3.08,13.2,,23.44,36.0,44.6,24.84,50.68,10.15,6.91,-2.76,-12.5,,6.25,-33.56,1.69,1.45,1.53,82.56,100.0,,,5.9,1.17,2256.88,-22.12
GEHC,GE HealthCare Technologies Inc.,Healthcare,Medical Devices,56.4,HOLD,⭐ Compounder · 💰 Income,58.0,Narrow,84.27,93.25,10.66,20.0,$38.4B,15.14,1.86,3.7,,12.24,22.0,7.1,7.68,39.98,15.73,10.1,4.39,-18.3,,46.18,-6.13,0.99,1.23,2.9,93.46,100.0,17.0,3.08,5.47,1.37,76.73,9.83
GAU,Galiano Gold Inc.,Basic Materials,Gold,56.4,HOLD,—,36.0,Weak,3.52,4.25,20.74,1.0,$914M,4.65,2.78,4.18,0.0,10.08,-13.0,-2.6,50.74,39.21,-105.72,-8.92,6.14,1678.6,,252.0,0.0,0.17,1.23,0.74,76.72,100.0,,,3.83,0.92,2.18,61.47
WOOF,Petco Health and Wellness Compa,Consumer Cyclical,Specialty Retail,56.4,HOLD,⚠️ High Leverage,35.5,Weak,2.55,3.42,34.12,11.0,$717M,11.61,0.12,0.62,,11.01,-0.0,-3.1,-4.1,38.57,1.99,-0.04,17.75,,,11.84,-43.4,2.57,1.75,16.61,122.93,100.0,,,1.38,0.91,3.15,-19.05
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,56.2,HOLD,🚀 Accel Growth · 📈 Analyst Conviction,47.5,Weak,414.0,538.92,30.17,25.0,$79.2B,24.26,9.89,2.59,,54.47,6.0,65.5,19.54,82.02,13.34,13.76,3.91,-78.0,,13.2,-36.48,0.36,1.13,2.3,90.84,100.0,,,2.04,1.36,495.63,-16.47
NOW,"ServiceNow, Inc.",Technology,Software - Application,56.1,HOLD,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ Below 200 DMA,67.5,Narrow,108.01,190.55,76.42,40.0,$114.0B,21.56,8.58,8.73,4.9,39.85,15.0,20.7,10.33,77.53,16.51,13.16,4.34,4.4,,10.21,-48.93,0.19,0.98,2.61,89.62,100.0,,,5.39,1.0,171.66,-37.08
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,56.1,HOLD,🚀 Accel Growth,69.3,Narrow,1142.74,1328.29,16.24,14.0,$55.7B,44.21,19.95,14.96,,68.89,18.0,20.8,6.9,55.18,26.88,22.07,,-88.3,,160.39,-9.03,,1.46,5.05,102.38,100.0,70.0,48.94,11.67,5.91,898.23,27.22
SOFI,"SoFi Technologies, Inc.",Financial Services,Credit Services,56.1,HOLD,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ High Beta · ⚠️ Below 200 DMA,51.2,Weak,17.76,26.5,49.21,19.0,$22.6B,22.49,6.32,2.15,,,6.0,40.2,24.6,83.0,18.18,13.43,,-47.8,,106.51,-45.74,0.18,2.18,9.78,56.06,100.0,,,1.11,1.18,23.4,-24.1
VPG,"Vishay Precision Group, Inc.",Technology,Scientific & Technical Instruments,56.1,HOLD,—,37.5,Weak,46.07,52.0,12.87,3.0,$612M,29.47,1.99,1.82,,21.56,2.0,10.9,3.45,38.95,2.29,1.72,2.45,,,148.09,-18.1,0.13,0.85,8.0,101.23,100.0,,,1.44,4.47,33.97,35.62
BRZE,"Braze, Inc.",Technology,Software - Application,55.9,HOLD,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ Below 200 DMA,40.5,Weak,18.99,44.15,132.49,20.0,$2.3B,29.82,3.36,3.52,,-16.06,-22.0,25.5,12.29,68.13,-19.41,-16.86,7.09,,,24.44,-56.73,0.14,1.06,9.45,75.6,100.0,,,-8.38,1.36,28.22,-32.71
S,"SentinelOne, Inc.",Technology,Software - Infrastructure,55.9,HOLD,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ Below 200 DMA,49.5,Weak,13.12,20.71,57.85,33.0,$4.5B,43.76,4.67,2.88,,-13.95,-26.0,22.9,7.39,74.69,-26.4,-43.04,5.55,,,7.23,-38.69,0.01,0.77,7.36,82.06,100.0,,,-8.09,1.52,16.76,-21.72
TXN,Texas Instruments Incorporated,Technology,Semiconductors,55.8,HOLD,💰 Income,67.5,Narrow,212.11,221.55,4.45,32.0,$192.7B,26.82,10.9,11.82,,25.25,30.0,10.4,16.54,57.02,33.37,28.28,-0.17,-3.5,,51.56,-8.3,0.91,0.99,3.01,91.65,100.0,268.0,100.92,10.87,4.35,189.6,11.87
ETSY,"Etsy, Inc.",Consumer Cyclical,Internet Retail,55.8,HOLD,⚠️ High Short,77.1,Wide,54.88,61.73,12.48,26.0,$5.4B,9.27,1.89,-4.85,,16.18,,3.5,-21.06,71.64,14.68,5.65,9.51,-14.8,,37.03,-28.28,,1.76,21.23,120.95,100.0,,,8.77,1.44,58.39,-6.01
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,55.6,HOLD,—,56.4,Narrow,92.56,101.92,10.11,13.0,$36.1B,19.15,2.5,-6.69,1.74,17.06,,3.3,10.15,30.59,15.65,9.59,4.42,11.0,,10.19,-13.36,,1.01,3.53,93.24,100.0,182.0,47.14,13.52,0.85,91.12,1.58
UCB,"United Community Banks, Inc.",Financial Services,Banks - Regional,55.6,HOLD,—,36.0,Weak,32.17,37.33,16.04,6.0,$3.8B,9.97,3.79,1.07,0.71,,9.0,10.5,11.51,0.0,45.79,32.35,,14.1,,40.3,-12.51,,0.84,3.87,88.07,100.0,311.0,37.4,1.18,,31.42,2.39
NESR,National Energy Services Reunit,Energy,Oil & Gas Equipment & Services,55.6,HOLD,🚀 Accel Growth,26.0,None,25.05,28.86,15.21,7.0,$2.5B,10.3,1.91,2.61,,11.38,5.0,15.9,-4.75,12.44,7.7,3.86,3.76,-70.9,,381.73,-6.7,0.34,0.23,3.86,64.11,,,,3.39,1.04,11.78,112.65
OFG,OFG Bancorp,Financial Services,Banks - Regional,55.6,HOLD,—,44.0,Weak,40.08,44.4,10.78,5.0,$1.7B,8.8,2.77,1.25,0.8,,16.0,-0.0,2.73,0.0,33.12,32.87,,11.0,,20.9,-13.08,,0.75,3.46,97.51,100.0,312.0,26.2,1.71,,42.03,-4.64
CMP,Compass Minerals Intl Inc,Basic Materials,Other Industrial Metals & Mining,55.6,HOLD,⚠️ High Leverage,36.0,Weak,25.2,23.0,-8.73,4.0,$1.1B,25.48,0.7,4.05,,7.07,17.0,-25.0,-54.0,21.31,0.99,-12.47,19.82,,,193.02,-6.67,3.19,1.57,7.23,74.95,100.0,,,4.77,2.72,20.13,25.19
DAKT,"Daktronics, Inc.",Technology,Electronic Components,55.6,HOLD,—,40.0,Weak,25.78,30.0,16.37,2.0,$1.3B,21.31,1.63,4.22,,15.18,3.0,10.0,46.46,26.85,9.41,0.96,4.77,-18.3,,151.76,-8.81,0.04,1.72,2.51,73.23,100.0,,,6.36,2.23,18.91,36.33
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,55.6,HOLD,—,85.7,Wide,227.94,276.5,21.3,4.0,$21.1B,22.39,12.76,-9.72,2.91,19.2,,7.6,4.18,88.15,66.96,49.84,3.9,7.7,,9.14,-26.61,,0.75,2.65,90.69,100.0,142.0,26.22,51.28,0.49,262.0,-13.0
DGICA,"Donegal Group, Inc.",Financial Services,Insurance - Property & Casualty,55.5,HOLD,💰 Income,41.2,Weak,17.62,20.75,17.76,2.0,$646M,9.04,0.66,1.01,,6.03,13.0,-3.9,-1.12,10.17,8.87,8.11,,-28.4,,6.79,-16.57,0.05,0.01,3.12,88.2,100.0,414.0,29.1,2.62,0.48,19.05,-7.51
BH,Biglari Holdings Inc.,Consumer Cyclical,Restaurants,55.5,HOLD,—,39.0,Weak,387.78,,,,$1.2B,-52.05,3.14,0.41,,3.41,0.0,10.3,10.43,38.28,9.12,0.54,2.58,,,98.81,-19.81,0.6,0.69,,94.12,100.0,,,1.54,2.83,327.45,18.42
OC,Owens Corning Inc,Industrials,Building Products & Equipment,55.4,HOLD,💰 Income,27.0,None,122.07,141.88,16.23,16.0,$10.2B,10.26,1.01,2.54,,6.72,-4.0,-16.8,-3.27,28.52,7.66,-5.17,7.01,,,25.16,-23.43,1.47,1.35,4.46,102.5,100.0,242.0,31.58,7.41,1.26,131.59,-7.23
HOMB,"Home BancShares, Inc.",Financial Services,Banks - Regional,55.2,HOLD,—,42.0,Weak,27.46,33.38,21.56,8.0,$5.4B,10.39,5.05,1.25,0.59,,12.0,8.8,4.65,0.0,56.7,44.44,,17.6,,13.38,-10.93,,0.77,6.05,74.61,100.0,299.0,34.26,2.1,,28.5,-3.65
UNFI,"United Natural Foods, Inc.",Consumer Defensive,Food Distribution,55.2,HOLD,—,25.0,None,38.21,41.12,7.62,8.0,$2.3B,13.77,0.07,1.5,,11.06,-6.0,-0.4,-5.66,13.43,0.83,-0.32,20.75,,,83.88,-11.73,2.24,1.01,7.4,96.94,100.0,,,1.63,1.38,32.22,18.59
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,55.1,HOLD,💰 Income,44.5,Weak,48.99,48.19,-1.63,21.0,$9.7B,9.64,0.87,0.91,,6.37,-18.0,-2.7,29.05,38.37,13.56,-19.2,7.23,-17.2,,14.09,-24.23,0.62,0.49,15.23,98.26,100.0,392.0,35.9,4.29,0.55,48.8,0.39
CRCL,"Circle Internet Group, Inc.",Financial Services,Capital Markets,55.1,HOLD,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ Below 200 DMA,18.8,None,83.44,124.56,49.28,20.0,$21.2B,34.2,7.73,5.95,0.01,-207.35,-3.0,76.9,51.15,8.67,7.17,-2.53,,4191.3,,67.21,-72.09,0.01,,11.41,61.13,100.0,,,-0.1,1.03,120.91,-30.99
CVX,Chevron Corporation,Energy,Oil & Gas Integrated,55.0,HOLD,💰 Income,42.5,Weak,186.76,183.46,-1.77,24.0,$373.4B,20.4,2.02,1.98,,11.13,7.0,-8.2,-8.19,41.9,9.46,6.66,3.54,-14.5,,41.44,-0.61,0.24,0.67,1.17,67.84,100.0,381.0,103.17,3.79,1.16,155.48,20.12
CAG,"ConAgra Brands, Inc.",Consumer Defensive,Packaged Foods,54.8,HOLD,💰 Income,40.0,Weak,19.25,19.11,-0.73,17.0,$9.2B,10.69,0.82,1.14,,9.26,-1.0,-6.8,-7.34,24.62,11.41,-0.87,8.55,,,20.61,-32.5,0.94,-0.02,8.69,87.15,100.0,727.0,79.1,4.4,0.89,19.01,1.26
LINC,Lincoln Educational Services Co,Consumer Defensive,Education & Training Services,54.7,HOLD,🚀 Accel Growth,36.5,Weak,36.24,37.2,2.65,5.0,$1.1B,35.53,2.21,5.74,0.41,26.53,11.0,19.7,-2.43,60.37,11.81,3.86,-3.65,85.8,,157.02,-0.74,1.02,0.98,3.45,85.79,100.0,,,3.9,0.86,22.92,58.12
IOT,Samsara Inc.,Technology,Software - Infrastructure,54.7,HOLD,🚀 Accel Growth · 📈 Analyst Conviction · ⚠️ Below 200 DMA,42.0,Weak,28.9,44.84,55.16,21.0,$16.7B,49.71,10.97,12.79,,-228.69,-4.0,29.2,13.05,76.99,-0.41,-2.78,1.69,,,23.61,-40.6,0.06,1.61,10.26,96.62,100.0,,,-2.36,1.56,37.27,-22.46
BABA,Alibaba Group Holding Limited,Consumer Cyclical,Internet Retail,54.6,HOLD,📈 Analyst Conviction · 💰 Income,29.5,None,144.11,199.8,38.64,41.0,$344.0B,16.35,0.34,2.22,,16.73,11.0,4.8,-11.6,41.17,2.16,12.19,-14.38,-52.3,,50.54,-25.2,0.27,0.39,1.96,11.84,,73.0,14.4,4.03,1.46,145.09,-0.68
